year	country	gdp	pop	lifeExp
1945	gmb	975	261473	29.72
1950	gmb	991	271372	31.52
1955	gmb	1092	304033	33.65
1960	gmb	1196	367929	35.7
1965	gmb	1412	400865	38.66
1970	gmb	1478	447283	43.31
1975	gmb	1778	521070	48.56
1980	gmb	1772	604371	53.61
1985	gmb	1323	732092	58.21
1990	gmb	1517	916811	61.3
1995	gmb	1448	1065746	62.6
2000	gmb	1564	1228863	63.6
2005	gmb	1552	1440542	64.9
2010	gmb	1667	1693002	66.5
2015	gmb	1644	1990924	68.1
1800	geo	543	1072178	31.87
1805	geo	543	1072178	31.87
1810	geo	544	1072178	31.87
1815	geo	544	1072178	31.87
1820	geo	545	1072178	31.87
1825	geo	558	1122424	31.87
1830	geo	571	1175024	31.87
1835	geo	585	1230090	31.87
1840	geo	599	1287736	31.87
1845	geo	613	1348083	31.87
1850	geo	628	1411259	31.87
1855	geo	643	1477395	31.87
1860	geo	658	1546631	31.87
1865	geo	674	1619111	30.82
1870	geo	690	1694988	29.34
1875	geo	707	1774420	29.87
1880	geo	724	1857575	30.87
1885	geo	741	1944628	31.87
1890	geo	737	2035759	32.87
1895	geo	875	2131161	33.87
1900	geo	1003	2231035	33.77
1905	geo	1011	2335588	35.02
1910	geo	1115	2445042	36.27
1915	geo	1141	2559624	36.67
1920	geo	520	2679577	37
1925	geo	793	2805150	39.34
1930	geo	1188	2936609	41.46
1935	geo	1532	3074228	45.38
1940	geo	1766	3218296	47.67
1945	geo	1609	3369116	44.96
1950	geo	2349	3527004	59.77
1955	geo	2743	3839464	61.54
1960	geo	3271	4159769	63.5
1965	geo	3877	4477328	65.52
1970	geo	5212	4707327	67.24
1975	geo	6611	4908265	68.76
1980	geo	8825	5073241	69.4
1985	geo	10580	5287328	69.75
1990	geo	8018	5460309	69.9
1995	geo	2298	5067143	70.7
2000	geo	3269	4743591	71.4
2005	geo	4716	4475273	71.8
2010	geo	5938	4250132	72.2
2015	geo	7474	3999812	72.9
1800	deu	1639	22886919	38.37
1805	deu	1698	23375566	38.37
1810	deu	1759	23874646	38.37
1815	deu	1822	24384381	38.37
1820	deu	1887	24905000	38.37
1825	deu	1954	26650000	38.37
1830	deu	2024	28045000	38.37
1835	deu	2063	29390000	38.37
1840	deu	2102	31126000	38.37
1845	deu	2142	32743000	38.37
1850	deu	2182	33746000	38.37
1855	deu	2173	34586000	38.37
1860	deu	2509	36049000	38.37
1865	deu	2711	37955000	38.37
1870	deu	2819	39231000	38.37
1875	deu	3241	40897000	38.37
1880	deu	3057	43500000	38.91
1885	deu	3405	45084000	39.44
1890	deu	3733	47607000	40.91
1895	deu	4133	50363000	42.38
1900	deu	4596	54388000	43.92
1905	deu	4783	58644000	45.45
1910	deu	5162	62884000	48.41
1915	deu	4559	66230000	40.53
1920	deu	4482	60894000	53.5
1925	deu	5857	63166000	57.42
1930	deu	6791	65084000	59.46
1935	deu	7232	66871000	61.5
1940	deu	9711	69976024.4	60.66
1945	deu	8284	67846146.4	29
1950	deu	7251	69786246	66.91
1955	deu	10998	71313740	68.28
1960	deu	14808	73179665	69.26
1965	deu	17838	75990737	70.65
1970	deu	21218	78366605	70.72
1975	deu	23630	78667327	71.56
1980	deu	27765	78159527	73.14
1985	deu	29851	77570009	74.55
1990	deu	31476	78958237	75.4
1995	deu	33843	81612900	76.6
2000	deu	36953	81895925	78.1
2005	deu	37901	81246801	79.4
2010	deu	40632	80435307	80.3
2015	deu	44053	80688545	80.8
1800	gha	696	2016034	28
1805	gha	699	2016034	28
1810	gha	701	2016034	28
1815	gha	704	2016034	28
1820	gha	707	2016034	28
1825	gha	710	1967371	28
1830	gha	713	1919883	28
1835	gha	716	1873541	28
1840	gha	718	1828317	28
1845	gha	721	1784185	28
1850	gha	724	1741119	28
1855	gha	727	1699092	28
1860	gha	730	1658079	28
1865	gha	733	1618057	28
1870	gha	736	1579000	28
1875	gha	744	1627017	28
1880	gha	752	1676495	28
1885	gha	761	1727477	28
1890	gha	769	1780009	28
1895	gha	768	1834139	28
1900	gha	725	1889915	28
1905	gha	808	1947387	28
1910	gha	952	2006607	28
1915	gha	1395	2143825	28
1920	gha	1570	2418197	28
1925	gha	2094	2727684	28
1930	gha	1763	3076780	30.62
1935	gha	2023	3470554	33.25
1940	gha	1861	3914724.9	35.87
1945	gha	1652	4415740.4	38.62
1950	gha	1682	4980878	41.37
1955	gha	1822	5680406	43.83
1960	gha	2246	6652285	46.34
1965	gha	2290	7710547	48.44
1970	gha	2455	8596977	50.08
1975	gha	2190	9831409	51.68
1980	gha	2090	10802025	53.26
1985	gha	1740	12716238	55.23
1990	gha	1920	14628260	58
1995	gha	2066	16760991	60
2000	gha	2273	18824994	60
2005	gha	2558	21389514	60.8
2010	gha	3091	24317734	62.9
2015	gha	4099	27409893	65.3
1800	grc	1371	2151155	36.6
1805	grc	1383	2190286	36.6
1810	grc	1395	2230128	36.6
1815	grc	1407	2270695	36.6
1820	grc	1420	2312000	36.6
1825	grc	1479	2420000	36.6
1830	grc	1541	2534000	36.6
1835	grc	1605	2653000	36.6
1840	grc	1672	2777000	36.6
1845	grc	1742	2908000	36.6
1850	grc	1815	3044000	36.6
1855	grc	1851	3187000	36.6
1860	grc	1888	3336000	36.6
1865	grc	1925	3493000	36.6
1870	grc	1963	3657000	36.6
1875	grc	2113	3848000	36.6
1880	grc	2275	4049000	36.9
1885	grc	2449	4260000	37.46
1890	grc	2636	4482000	38.18
1895	grc	2825	4716000	39.04
1900	grc	3028	4962000	40
1905	grc	3227	5138000	40.88
1910	grc	3440	5320000	42
1915	grc	3680	5502000	43.32
1920	grc	4081	5700000	44.65
1925	grc	4562	5958000	47
1930	grc	4723	6351000	50.15
1935	grc	5102	6793000	51.88
1940	grc	4510	7280000	54.34
1945	grc	1881	7322000	58.04
1950	grc	3811	7566002	65.5
1955	grc	4978	7935409	66.46
1960	grc	6219	8311386	68.41
1965	grc	8931	8534252	69.91
1970	grc	12366	8778676	71.2
1975	grc	15594	9030080	72.62
1980	grc	18373	9620274	74.01
1985	grc	19345	9907831	75.47
1990	grc	21085	10131737	77
1995	grc	21426	10641169	77.8
2000	grc	25030	10954032	78.6
2005	grc	29768	11069662	79.6
2010	grc	29190	11177509	80.4
2015	grc	25430	10954617	81
1800	grl	393	9584	33.87
1805	grl	394	9584	33.87
1810	grl	394	9584	33.87
1815	grl	394	9584	33.87
1820	grl	394	9584	33.87
1825	grl	416	9912	33.87
1830	grl	439	10252	33.87
1835	grl	463	10603	33.87
1840	grl	488	10966	33.87
1845	grl	515	11341	33.87
1850	grl	543	11729	33.87
1855	grl	573	12131	33.87
1860	grl	604	12546	33.87
1865	grl	637	12976	33.87
1870	grl	672	13420	33.87
1875	grl	709	13880	33.87
1880	grl	748	14355	33.87
1885	grl	789	14846	32.57
1890	grl	832	15355	30.95
1895	grl	877	15880	33.73
1900	grl	925	16424	36.5
1905	grl	976	16986	36.71
1910	grl	1029	17568	34.96
1915	grl	1130	18170	33.22
1920	grl	1317	18792	33.67
1925	grl	1539	19435	37
1930	grl	1798	20100	37.85
1935	grl	2100	20789	34.11
1940	grl	2452	21500	39.35
1945	grl	2864	22237	42.04
1950	grl	3344	22998	42.3
1955	grl	4394	26383	54.85
1960	grl	5773	32649	61.49
1965	grl	7583	39215	63.34
1970	grl	9961	46431	65.19
1975	grl	12652	49586	64.31
1980	grl	17449	50208	63.09
1985	grl	16134	53173	63.42
1990	grl	17371	55552	64.6
1995	grl	17117	55617	66.5
2000	grl	20499	56196	67.8
2005	grl	21846	57190	69.1
2010	grl	24966	57296	70.8
2015	grl	27763	57272	72.1
1800	grd	959	29409	31.4
1805	grd	959	29409	31.4
1810	grd	960	29409	31.4
1815	grd	961	29409	31.4
1820	grd	961	29409	31.4
1825	grd	982	29961	31.4
1830	grd	1003	30523	31.4
1835	grd	1025	31095	31.4
1840	grd	1046	31678	33.37
1845	grd	1069	32272	37.3
1850	grd	1092	32878	37.3
1855	grd	1115	32596	37.3
1860	grd	1139	32099	37.3
1865	grd	1164	34277	37.3
1870	grd	1188	37353	37.3
1875	grd	1214	39552	37.3
1880	grd	1240	41582	37.3
1885	grd	1267	46096	37.3
1890	grd	1294	51781	37.3
1895	grd	1321	56794	37.3
1900	grd	1350	61920	37.3
1905	grd	1379	64571	37.3
1910	grd	1408	66589	37.3
1915	grd	1438	66598	37.3
1920	grd	1469	66099	37.3
1925	grd	1503	66925	40.06
1930	grd	1537	68100	43.51
1935	grd	1571	69296	46.55
1940	grd	1607	70512	49.48
1945	grd	1642	71750	52.54
1950	grd	1679	76676	55.49
1955	grd	1884	81028	58.07
1960	grd	2113	89861	60.59
1965	grd	2370	94579	62.76
1970	grd	2658	94430	64.62
1975	grd	3724	92453	66.22
1980	grd	4949	89004	67.6
1985	grd	5253	99907	68.83
1990	grd	7488	96286	69.9
1995	grd	7522	100253	70.7
2000	grd	9650	101620	70.5
2005	grd	11892	102951	70.3
2010	grd	11178	104677	71
2015	grd	11593	106825	71.5
1800	gtm	857	458965	25.8
1805	gtm	858	489738	25.8
1810	gtm	858	522575	25.8
1815	gtm	859	557613	25.8
1820	gtm	860	595000	25.8
1825	gtm	895	631443	25.8
1830	gtm	932	670117	25.8
1835	gtm	971	711161	25.81
1840	gtm	1011	754718	25.81
1845	gtm	1053	800944	25.81
1850	gtm	1097	850000	25.81
1855	gtm	1143	902444	25.81
1860	gtm	1190	958123	25.81
1865	gtm	1240	1017238	25.81
1870	gtm	1291	1080000	25.81
1875	gtm	1345	1124702	25.81
1880	gtm	1400	1171254	25.81
1885	gtm	1458	1219733	25.81
1890	gtm	1519	1270218	25.81
1895	gtm	1582	1322793	25.82
1900	gtm	1648	1377544	25.82
1905	gtm	1716	1450660	25.82
1910	gtm	1787	1526954	25.82
1915	gtm	1861	1607488	25.82
1920	gtm	1939	1692260	25.82
1925	gtm	2220	1782330	25.81
1930	gtm	2694	1876639	25.81
1935	gtm	2591	2098105	26.56
1940	gtm	4140	2331228	30.35
1945	gtm	2608	2585544	36.1
1950	gtm	3131	3146073	41.86
1955	gtm	3024	3614477	43.73
1960	gtm	3377	4127555	46.51
1965	gtm	3815	4728203	49.73
1970	gtm	4606	5423384	53.5
1975	gtm	5450	6237963	56.82
1980	gtm	6475	7118628	59.12
1985	gtm	5345	8117499	61.72
1990	gtm	5315	9158547	64.6
1995	gtm	5836	10357354	66.9
2000	gtm	6313	11688660	68.8
2005	gtm	6475	13183505	69.8
2010	gtm	6849	14732261	71.2
2015	gtm	7279	16342897	72.6
1800	gin	450	983959	29.5
1805	gin	451	983959	29.55
1810	gin	451	983959	29.6
1815	gin	451	983959	29.66
1820	gin	452	983959	29.71
1825	gin	456	1028280	29.76
1830	gin	461	1074597	29.81
1835	gin	466	1123001	29.86
1840	gin	470	1173585	29.91
1845	gin	475	1226448	29.97
1850	gin	480	1281691	30.02
1855	gin	485	1339423	30.07
1860	gin	490	1399756	30.12
1865	gin	495	1462806	30.17
1870	gin	500	1528696	30.22
1875	gin	505	1597554	30.28
1880	gin	510	1669513	30.33
1885	gin	516	1744714	30.38
1890	gin	521	1823302	30.43
1895	gin	526	1905430	30.48
1900	gin	532	1991258	30.53
1905	gin	537	2080951	30.59
1910	gin	543	2174684	30.64
1915	gin	548	2272640	30.69
1920	gin	554	2375008	30.74
1925	gin	564	2481987	30.79
1930	gin	574	2593784	30.84
1935	gin	584	2710618	30.9
1940	gin	594	2832713.9	30.95
1945	gin	605	2960308.4	31.21
1950	gin	615	3093651	32.95
1955	gin	713	3316142	34.35
1960	gin	806	3577413	35.71
1965	gin	914	3877804	36.77
1970	gin	966	4215442	37.89
1975	gin	1076	4359735	39.94
1980	gin	1166	4506559	42.92
1985	gin	1085	5078689	47.33
1990	gin	1128	6034082	52
1995	gin	1049	7863033	53.4
2000	gin	1139	8799165	54.2
2005	gin	1210	9669023	56
2010	gin	1185	11012406	57.9
2015	gin	1225	12608590	59.1
1800	gnb	777	218167	32
1805	gnb	778	218167	32
1810	gnb	778	218167	32
1815	gnb	779	218167	32
1820	gnb	779	218167	32
1825	gnb	783	225548	32
1830	gnb	786	233178	32
1835	gnb	789	241067	32
1840	gnb	792	249222	32
1845	gnb	795	257653	32
1850	gnb	799	266370	32
1855	gnb	802	275382	32
1860	gnb	805	284698	32
1865	gnb	808	294329	32
1870	gnb	812	304287	32
1875	gnb	815	314581	32
1880	gnb	818	325223	32
1885	gnb	822	336226	32
1890	gnb	825	347601	32
1895	gnb	828	359360	32
1900	gnb	832	371517	32
1905	gnb	835	384086	32
1910	gnb	838	397080	32
1915	gnb	842	410513	32
1920	gnb	845	424401	32
1925	gnb	844	438759	32
1930	gnb	842	453603	32
1935	gnb	841	468948	33.69
1940	gnb	839	486538.8	35.39
1945	gnb	837	511569.8	37.32
1950	gnb	835	535429	39.26
1955	gnb	1027	575377	41.2
1960	gnb	1208	616407	43.14
1965	gnb	1511	652566	44.39
1970	gnb	1756	711828	45.5
1975	gnb	1852	778482	46.54
1980	gnb	1500	849886	47.83
1985	gnb	1679	944941	49.49
1990	gnb	1564	1056208	51.5
1995	gnb	1632	1180877	52.3
2000	gnb	1330	1315455	52.8
2005	gnb	1299	1462784	52.9
2010	gnb	1368	1634196	54.3
2015	gnb	1386	1844325	55.6
1800	guy	1214	166034	31.12
1805	guy	1215	166034	31.12
1810	guy	1216	166034	31.12
1815	guy	1217	166034	31.12
1820	guy	1218	166034	31.12
1825	guy	1259	171853	31.12
1830	guy	1302	177875	31.12
1835	guy	1347	184108	31.12
1840	guy	1393	190560	31.12
1845	guy	1441	197238	31.12
1850	guy	1490	204150	31.12
1855	guy	1541	211305	31.12
1860	guy	1594	218710	31.12
1865	guy	1649	226374	31.12
1870	guy	1705	234307	31.12
1875	guy	1764	242518	31.12
1880	guy	1824	251017	31.12
1885	guy	1886	259814	31.12
1890	guy	1951	268919	31.12
1895	guy	2018	278343	31.12
1900	guy	2087	288097	31.12
1905	guy	2158	298193	31.12
1910	guy	2232	308643	31.12
1915	guy	2347	319459	32.52
1920	guy	2529	330654	34.27
1925	guy	2766	342241	37.64
1930	guy	3025	354235	41.42
1935	guy	3308	366649	45.31
1940	guy	3615	379498	49.19
1945	guy	3949	392797	53.29
1950	guy	4314	406562	57.39
1955	guy	3805	485041	58.21
1960	guy	3356	564222	59.08
1965	guy	3427	650379	59.92
1970	guy	3905	695561	60.75
1975	guy	4509	740167	61.56
1980	guy	4270	786614	62.34
1985	guy	3485	765043	63.21
1990	guy	3231	720282	64.2
1995	guy	4533	726695	64.4
2000	guy	5071	742218	64.2
2005	guy	5140	742495	64.4
2010	guy	5542	753362	65.5
2015	guy	6816	767085	66.8
1800	hti	633	723000	29
1805	hti	634	723000	29
1810	hti	634	723000	29
1815	hti	635	723000	29
1820	hti	635	723000	29
1825	hti	668	755062	29
1830	hti	703	788545	29
1835	hti	740	823513	29
1840	hti	779	860032	29
1845	hti	819	898170	29
1850	hti	862	938000	29
1855	hti	907	987021	29
1860	hti	954	1038605	29
1865	hti	1004	1092884	29
1870	hti	1056	1150000	29
1875	hti	1112	1209954	29
1880	hti	1170	1273034	29
1885	hti	1231	1339403	29
1890	hti	1295	1409232	29
1895	hti	1362	1482701	29
1900	hti	1434	1560000	29
1905	hti	1508	1680000	29
1910	hti	1587	1809000	29
1915	hti	1670	1955000	29
1920	hti	1757	2124000	29
1925	hti	1849	2268000	29
1930	hti	1946	2422000	29
1935	hti	2048	2582000	29
1940	hti	2155	2751000	29
1945	hti	2267	2928000	31.71
1950	hti	2281	3221277	36.24
1955	hti	2256	3514072	39.12
1960	hti	2292	3866160	42.1
1965	hti	2003	4271133	44.93
1970	hti	1970	4708639	47.1
1975	hti	2249	5140357	48.9
1980	hti	2848	5688832	50.62
1985	hti	2469	6384196	52.42
1990	hti	2242	7099733	54.3
1995	hti	1672	7819806	56.2
2000	hti	1734	8549202	58.7
2005	hti	1562	9263409	60
2010	hti	1518	9999617	32.2
2015	hti	1710	10711067	64.3
1800	hnd	675	126118	33.9
1805	hnd	675	131037	33.9
1810	hnd	676	132345	33.9
1815	hnd	676	133666	33.9
1820	hnd	677	135000	33.9
1825	hnd	721	158230	33.9
1830	hnd	769	185458	33.9
1835	hnd	819	217371	33.9
1840	hnd	873	254775	33.9
1845	hnd	931	298615	33.9
1850	hnd	992	350000	33.9
1855	hnd	1058	362783	33.9
1860	hnd	1127	376032	33.9
1865	hnd	1202	389765	33.9
1870	hnd	1281	404000	33.9
1875	hnd	1365	418613	33.9
1880	hnd	1455	433755	33.9
1885	hnd	1551	449444	33.9
1890	hnd	1653	465701	33.9
1895	hnd	1762	482546	33.9
1900	hnd	1878	500000	33.9
1905	hnd	2002	556000	33.9
1910	hnd	2134	619000	33.9
1915	hnd	2275	677000	33.9
1920	hnd	2424	720000	33.9
1925	hnd	2515	850000	33.9
1930	hnd	2940	950000	33.9
1935	hnd	2120	1040000	35.64
1940	hnd	2154	1150000	37.37
1945	hnd	2249	1260000	39.47
1950	hnd	2407	1487235	41.57
1955	hnd	2353	1717045	44.16
1960	hnd	2526	2002333	47.71
1965	hnd	2703	2352637	51.35
1970	hnd	2771	2691309	54.68
1975	hnd	3061	3107735	58.34
1980	hnd	3616	3635862	62.5
1985	hnd	3261	4237436	66.86
1990	hnd	3205	4903363	70.3
1995	hnd	3344	5591136	70.1
2000	hnd	3483	6243080	70.5
2005	hnd	3952	6880181	71.2
2010	hnd	4270	7503875	72
2015	hnd	4270	8075060	73
1800	hkg	1007	20000	34.9
1805	hkg	1008	20000	34.9
1810	hkg	1008	20000	34.9
1815	hkg	1009	20000	34.9
1820	hkg	1010	20000	34.9
1825	hkg	1021	21741	34.9
1830	hkg	1033	23633	34.9
1835	hkg	1044	25690	34.9
1840	hkg	1056	27927	34.9
1845	hkg	1068	30358	34.9
1850	hkg	1080	33000	34.9
1855	hkg	1092	45852	34.9
1860	hkg	1105	63710	34.9
1865	hkg	1117	88523	34.9
1870	hkg	1130	123000	34.9
1875	hkg	1216	141264	34.9
1880	hkg	1309	162241	34.9
1885	hkg	1409	186332	34.9
1890	hkg	1517	214000	34.9
1895	hkg	1633	255898	34.9
1900	hkg	1758	306000	34.9
1905	hkg	1893	365881	34.9
1910	hkg	2037	437480	34.9
1915	hkg	2168	528000	34.9
1920	hkg	2309	648000	34.9
1925	hkg	2451	725000	39.44
1930	hkg	2606	821000	43.97
1935	hkg	2774	966000	48.51
1940	hkg	2958	1786000	53.05
1945	hkg	3160	1567405	57.58
1950	hkg	3381	1973998	62.12
1955	hkg	3997	2490069	64.54
1960	hkg	4736	3075752	67.45
1965	hkg	7280	3801814	69.96
1970	hkg	8596	3958197	71.89
1975	hkg	10602	4355301	73.49
1980	hkg	16005	5053684	74.93
1985	hkg	19539	5414790	76.28
1990	hkg	26974	5794034	77.52
1995	hkg	32358	6144498	78.72
2000	hkg	34017	6783502	80.36
2005	hkg	40923	6842465	81.92
2010	hkg	48108	6993570	82.84
2015	hkg	53874	7287983	83.73
1800	hun	1249	3499771	36
1805	hun	1250	3651212	36
1810	hun	1251	3809206	36
1815	hun	1252	3974037	36
1820	hun	1253	4146000	36
1825	hun	1303	4300115	36
1830	hun	1354	4459959	36
1835	hun	1408	4625744	36
1840	hun	1464	4797692	36
1845	hun	1522	4976031	36
1850	hun	1583	5161000	36
1855	hun	1645	5340425	36
1860	hun	1711	5526087	36
1865	hun	1779	5718204	36
1870	hun	1849	5917000	36
1875	hun	1995	6085881	36
1880	hun	2151	6259583	36
1885	hun	2320	6438242	36
1890	hun	2502	6622000	36
1895	hun	2676	6869861	36.67
1900	hun	2863	7127000	37.34
1905	hun	3124	7380975	38.55
1910	hun	3409	7644000	39.76
1915	hun	3492	7871272	40.91
1920	hun	3120	7950000	42.06
1925	hun	4419	8299000	46.13
1930	hun	4913	8649000	50.21
1935	hun	5288	8985000	53.61
1940	hun	5850	9287000	57
1945	hun	4459	9024000	47.01
1950	hun	5893	9337723	62.09
1955	hun	7483	9828971	66.91
1960	hun	9087	10001270	68.13
1965	hun	11173	10170472	69.22
1970	hun	12917	10345553	69.29
1975	hun	14991	10541344	69.46
1980	hun	16369	10759022	69.18
1985	hun	17103	10572975	69.01
1990	hun	16930	10385061	69.5
1995	hun	15095	10351994	70.1
2000	hun	17707	10224113	71.8
2005	hun	22029	10095964	73.1
2010	hun	22062	10014633	74.6
2015	hun	24200	9855023	76.7
1800	isl	926	61428	42.85
1805	isl	927	61428	30.85
1810	isl	928	61428	43.14
1815	isl	928	61428	45.15
1820	isl	929	61428	36.56
1825	isl	981	63457	32.79
1830	isl	1036	65553	40.5
1835	isl	1093	67719	36.63
1840	isl	1155	69956	31.97
1845	isl	1219	72266	41.35
1850	isl	1287	74654	36.61
1855	isl	1359	77120	38.15
1860	isl	1435	79667	19.76
1865	isl	1515	82299	34.21
1870	isl	1599	85017	38.37
1875	isl	1740	87825	36.54
1880	isl	2035	90727	42.32
1885	isl	1810	93723	45.46
1890	isl	2009	96819	36.58
1895	isl	2307	100018	52.52
1900	isl	2352	103321	46.64
1905	isl	2699	106734	49.51
1910	isl	3012	110260	52.67
1915	isl	3171	113902	53.66
1920	isl	2514	117665	54.58
1925	isl	3108	121551	58.23
1930	isl	4444	125567	60.23
1935	isl	4451	129714	59.49
1940	isl	5373	133964.8	65.79
1945	isl	8487	138219.8	67.56
1950	isl	8670	142656	71.07
1955	isl	10548	157584	73.4
1960	isl	10993	175520	74.22
1965	isl	14173	192251	74
1970	isl	14937	204392	74
1975	isl	19023	217958	75.57
1980	isl	24580	228127	76.92
1985	isl	25997	241411	77.85
1990	isl	28666	254830	78.3
1995	isl	27671	267454	78.9
2000	isl	33599	281214	80.5
2005	isl	39108	296745	81.7
2010	isl	38809	318042	82.8
2015	isl	42182	329425	83.3
1800	ind	1052	168574895	25.44
1805	ind	1052	170243484	25.44
1810	ind	1051	171928588	25.44
1815	ind	1051	173630372	25.44
1820	ind	1050	175349000	25.44
1825	ind	1051	178724977	25.44
1830	ind	1052	182165951	25.44
1835	ind	1052	185673176	25.44
1840	ind	1053	189247924	25.44
1845	ind	1054	192891496	25.44
1850	ind	1055	196605217	25.44
1855	ind	1055	200390438	25.44
1860	ind	1056	204248535	23
1865	ind	1057	208180912	25.25
1870	ind	1058	212188999	25.44
1875	ind	1071	216464896	25.11
1880	ind	1084	220826956	25.44
1885	ind	1127	225276918	24.97
1890	ind	1163	229816552	24.38
1895	ind	1149	234447666	23.95
1900	ind	1194	239172106	18.35
1905	ind	1283	243991747	21.9
1910	ind	1391	248908511	23.18
1915	ind	1340	254782730	23.92
1920	ind	1197	262119103	24.72
1925	ind	1254	269666724	26.64
1930	ind	1244	279407791	28.87
1935	ind	1116	297837612	30.63
1940	ind	1081	317929936.3	32.26
1945	ind	1007	339589381.8	33.56
1950	ind	908	376325205	34.77
1955	ind	963	409280196	37.79
1960	ind	1048	449661874	41.26
1965	ind	1053	497920270	44.98
1970	ind	1170	553943226	48.65
1975	ind	1212	621703641	52.25
1980	ind	1270	697229745	55.1
1985	ind	1462	782085127	56.81
1990	ind	1777	870601776	58.2
1995	ind	2069	960874982	59.9
2000	ind	2548	1053481072	61.5
2005	ind	3262	1144326293	63.6
2010	ind	4547	1230984504	65.4
2015	ind	5903	1311050527	67.2
1800	idn	994	16108545	30
1805	idn	995	16320476	30
1810	idn	996	16535196	30
1815	idn	997	16752740	30
1820	idn	997	16973147	30
1825	idn	1005	17689952	30
1830	idn	1012	18437029	30
1835	idn	1020	19215656	30
1840	idn	1027	20027167	30
1845	idn	1035	20872948	30
1850	idn	1043	21754448	30
1855	idn	1050	23042618	30
1860	idn	1058	24407066	30
1865	idn	1067	25852308	30
1870	idn	1075	27383129	30
1875	idn	1079	29537082	30
1880	idn	1088	31126746	30
1885	idn	1154	32938907	30
1890	idn	1077	35579511	30
1895	idn	1144	37375576	30
1900	idn	1198	40471587	30
1905	idn	1188	43038341	30
1910	idn	1313	45641073	30
1915	idn	1398	48388665	30
1920	idn	1460	50864527	30
1925	idn	1562	54001250	30
1930	idn	1795	57371831	31.5
1935	idn	1662	61723289	34
1940	idn	2053	65911755.9	36.13
1945	idn	940	66253784.4	26.05
1950	idn	1443	69543319	36.51
1955	idn	1701	77327799	40.68
1960	idn	1737	87792512	45.01
1965	idn	1682	100308896	43.77
1970	idn	2082	114834781	52.71
1975	idn	2612	130724118	56.04
1980	idn	3314	147490366	59.01
1985	idn	3489	165012195	61.66
1990	idn	4548	181436821	64
1995	idn	6111	196957845	66.1
2000	idn	5878	211540428	67.5
2005	idn	6892	226254703	68.7
2010	idn	8498	241613126	69.8
2015	idn	10504	257563815	71.1
1800	irn	977	6269721	25.6
1805	irn	978	6341064	25.6
1810	irn	979	6413218	25.6
1815	irn	979	6486194	25.6
1820	irn	980	6560000	25.6
1825	irn	989	6725412	25.6
1830	irn	999	6894994	25.6
1835	irn	1008	7068853	25.6
1840	irn	1018	7247095	25.6
1845	irn	1027	7429832	25.6
1850	irn	1037	7617176	25.6
1855	irn	1047	7809245	25.6
1860	irn	1057	8006156	25.6
1865	irn	1067	8208033	25.6
1870	irn	1077	8415000	25.6
1875	irn	1115	8680691	25.6
1880	irn	1153	8954771	25.6
1885	irn	1193	9237505	25.6
1890	irn	1235	9529166	25.6
1895	irn	1278	9830035	25.6
1900	irn	1322	10140404	25.6
1905	irn	1368	10460572	25.6
1910	irn	1416	10790849	25.6
1915	irn	1534	11270753	25.6
1920	irn	1733	11993500	25.6
1925	irn	2008	12762593	25.6
1930	irn	2317	13581005	25.6
1935	irn	2664	14451899	25.6
1940	irn	3051	15349143.8	25.6
1945	irn	3485	16187836.8	32.77
1950	irn	3968	17119263	39.94
1955	irn	3554	19293998	42.84
1960	irn	5203	21906905	46
1965	irn	6768	24955116	49.04
1970	irn	10467	28514011	52.43
1975	irn	14690	32730555	57.1
1980	irn	10366	38668222	56.24
1985	irn	11047	47290793	57.39
1990	irn	9511	56169196	66
1995	irn	10477	60318632	69.9
2000	irn	11719	65850062	71.4
2005	irn	14452	70122115	71.9
2010	irn	16980	74253373	73.7
2015	irn	15573	79109272	74.6
1800	irq	970	1076920	31.2
1805	irq	970	1080918	31.2
1810	irq	971	1084930	31.2
1815	irq	972	1088958	31.2
1820	irq	973	1093000	31.2
1825	irq	993	1134028	31.2
1830	irq	1013	1176596	31.2
1835	irq	1034	1220763	31.2
1840	irq	1055	1266587	31.2
1845	irq	1077	1314131	31.2
1850	irq	1099	1363460	31.2
1855	irq	1122	1414640	31.2
1860	irq	1145	1467742	31.2
1865	irq	1169	1522837	31.2
1870	irq	1193	1580000	31.2
1875	irq	1241	1675182	31.2
1880	irq	1290	1776098	31.2
1885	irq	1342	1883093	31.2
1890	irq	1396	1996534	31.2
1895	irq	1452	2116809	31.2
1900	irq	1510	2244329	31.2
